first	second	third	probs
return	will	be	0.200000000
much	shit	to	0.172413793
tell	ththem	to	0.162428220
even	finish	the	0.111111111
i	serve	the	0.126760563
written	from	a	0.162790698
tear	through	the	0.230769231
loan	using	a	0.666666667
the	called	according	0.235294118
mother	filed	for	0.666666667
no	points	for	0.088235294
where	old	white	0.100000000
they	learn	to	0.144736842
tweet	what	i	0.257142857
under	heaven	a	0.125000000
up	staying	in	0.181818182
your	advice	in	0.063829787
will	thembrace	it	0.117647059
stayed	alive	in	0.285714286
book	would	you	0.121621622
originally	formed	to	0.285714286
by	hope	and	0.125000000
hes	totally	my	0.166666667
that	thought	is	0.035460993
most	eye	catching	0.357142857
for	thank	you	0.571428571
with	hand	on	0.067567568
case	because	the	0.086956522
friends	whom	she	0.153846154
out	flat	in	0.117647059
then	hire	someone	0.333333333
talented	we	are	0.200000000
plastic	credit	card	1.000000000
of	want	the	0.036144578
NA	dropped	to	0.066997519
with	bands	and	0.090909091
double	was	the	0.375000000
its	gonna	get	0.019662921
bear	shit	in	0.666666667
whos	this	guy	0.166666667
public	was	not	0.179487179
quite	worried	about	0.500000000
excellent	book	about	0.103448276
easy	healthy	recipes	0.400000000
annual	awards	evening	0.111111111
good	lake	views	0.666666667
america	did	not	0.384615385
not	moved	in	0.103448276
is	hung	in	0.105263158
only	found	in	0.240963855
setting	forth	the	0.666666667
dinner	so	that	0.115384615
watching	hours	of	0.600000000
love	politics	and	0.250000000
say	without	giving	0.071428571
monday	everyone	and	0.053191489
teachers	if	i	0.333333333
center	near	downtown	0.080000000
can	dance	with	0.041666667
that	themail	i	0.032967033
com	home	page	0.166666667
going	because	i	0.166666667
fly	between	ththem	0.333333333
windows	media	player	0.750000000
free	pizza	at	0.060975610
natural	and	the	0.034653465
takes	control	there	0.117647059
background	like	our	0.250000000
outdoor	living	space	0.176470588
there	followed	by	0.142857143
still	weak	in	0.176470588
of	three	years	0.016036655
hot	soup	and	0.115384615
school	trying	to	1.000000000
h	n	i	0.285714286
a	turkey	leg	0.029940120
seven	to	eight	0.172839506
college	obama	said	1.000000000
nashville	right	now	1.000000000
event	tomorrow	night	0.055555556
they	most	likely	0.265306122
simple	story	to	0.176470588
i	settled	into	0.148514851
things	all	along	0.050847458
register	at	www	0.343283582
with	labor	unions	0.200000000
married	life	with	0.054054054
to	authorities	in	0.048780488
convention	this	summer	0.200000000
plenty	fresh	water	1.000000000
or	custom	to	0.333333333
committee	vote	on	0.117647059
training	we	have	0.181818182
large	banks	and	0.083333333
the	tree	of	0.080717489
make	due	to	0.125000000
clearly	should	be	0.500000000
all	faith	so	0.230769231
swear	ever	since	1.000000000
im	setting	up	0.391304348
both	say	the	0.125000000
exchange	in	his	0.062500000
global	day	of	1.000000000
him	perform	in	0.066666667
that	jesus	was	0.149606299
got	loose	on	0.333333333
north	black	sea	0.666666667
result	or	theyre	0.200000000
great	example	for	0.083333333
grandmother	during	the	1.000000000
more	who	want	0.057142857
future	on	his	0.040816327
garden	were	the	0.500000000
went	walking	on	0.200000000
paint	job	and	0.097560976
been	busy	but	0.033268102
became	first	lady	0.200000000
like	what	i	0.143665158
many	drinks	and	0.076923077
quarter	prices	were	0.666666667
season	strong	and	0.200000000
given	name	was	0.120000000
cake	because	i	0.545454545
team	owner	tom	0.057692308
hungry	all	day	0.266666667
new	mom	i	0.085106383
as	law	enforcthement	0.333333333
family	photos	and	0.156250000
ohio	legislative	black	0.687500000
but	forgot	my	0.155555556
fed	my	dog	0.166666667
who	fired	the	0.250000000
base	because	i	0.500000000
corner	he	said	0.363636364
pm	eastern	time	0.291666667
take	hours	and	0.190476190
never	started	watching	0.105263158
same	bad	behavior	0.111111111
sisters	last	night	0.833333333
cried	when	i	0.412121212
hamilton	county	has	0.040816327
grown	ups	who	0.036809816
carolina	who	was	0.133333333
heres	an	idea	0.082758621
congressional	map	that	0.085106383
good	clothes	in	0.333333333
following	many	people	0.333333333
little	tear	of	0.500000000
be	equally	as	0.093023256
little	baby	boy	0.053333333
going	my	own	0.073170732
each	week	to	0.055555556
twice	i	have	0.083333333
take	ages	to	0.800000000
the	addition	is	0.010416667
act	before	a	0.090909091
sunny	days	in	0.090090090
article	she	wrote	0.153846154
theatre	tomorrow	night	1.000000000
a	baking	pan	0.075697211
a	state	of	0.220955721
than	san	diego	0.200000000
was	big	for	0.047297297
energy	plan	that	0.166666667
knows	to	put	0.054054054
ladies	thank	you	1.000000000
you	mean	the	0.070528967
got	one	of	0.174774775
of	pregnant	women	0.500000000
when	class	is	0.333333333
like	well	have	0.227272727
later	police	said	0.285714286
son	says	he	0.100000000
no	strong	feelings	0.111111111
popular	one	to	0.071428571
tonight	if	you	0.325842697
his	language	skills	0.060606061
opinion	by	judge	0.080000000
parks	for	closing	0.062500000
lineup	this	week	0.150000000
and	housing	prices	0.038461538
were	hoping	that	0.108527132
at	real	estate	0.150000000
start	cooking	more	0.068965517
major	producer	of	1.000000000
today	need	a	0.142857143
bill	they	didnt	0.125000000
news	alert	and	0.060606061
or	several	other	0.064516129
in	perspective	as	0.030674847
coming	less	than	1.000000000
this	coming	year	0.061274510
hear	him	speak	0.080717489
mention	the	new	0.007621951
king	for	the	0.047619048
took	them	to	0.500000000
it	trying	not	0.060606061
their	leader	to	0.072727273
its	noon	and	0.166666667
you	rthemove	it	0.061224490
have	sad	news	0.428571429
accepted	into	a	0.107843137
expect	what	you	0.300000000
scale	from	the	0.088235294
near	present	day	0.666666667
keep	creating	and	0.200000000
filled	according	to	1.000000000
shake	a	few	0.105263158
of	flavor	and	0.200000000
posting	every	thursday	0.166666667
share	coffee	with	0.666666667
brooklyn	the	other	0.076923077
weeks	goal	is	0.666666667
young	black	man	0.241071429
taking	his	time	0.043478261
report	their	own	0.066666667
one	no	matter	0.103448276
like	sitting	down	0.130434783
yall	talk	shit	1.000000000
bad	eggs	out	0.333333333
sales	reports	show	0.166666667
generally	like	the	0.227272727
market	for	a	0.170357751
sacrifice	suffering	and	1.000000000
their	should	be	1.000000000
want	quarter	inch	1.000000000
us	o	god	0.105263158
about	artist	mark	0.333333333
although	details	of	0.333333333
believes	that	he	0.027667984
sharing	at	the	0.285714286
peak	into	the	0.200000000
bit	parts	in	0.571428571
recipes	searching	for	1.000000000
beyond	scared	straight	0.928571429
that	complain	about	0.454545455
with	wet	hands	0.120000000
collect	is	of	0.571428571
would	the	money	0.018518519
story	into	the	0.129032258
won	best	actress	0.085714286
weekend	cant	come	0.571428571
ban	certain	types	0.375000000
ice	covered	lake	0.250000000
stage	talking	about	0.666666667
loving	care	of	0.173913043
deeply	and	said	0.039473684
their	party	is	0.033333333
board	cut	the	0.153846154
training	of	a	0.031746032
or	click	here	0.400000000
and	columbia	university	0.076923077
most	to	me	0.142857143
protection	against	a	0.042857143
to	issue	an	0.083591331
bitches	got	me	0.250000000
third	layer	of	0.250000000
any	request	for	0.200000000
serving	those	in	0.200000000
with	using	the	0.197802198
stretch	after	a	0.250000000
mthember	for	over	0.034883721
game	including	a	0.100000000
music	must	change	0.222222222
was	faster	and	0.320000000
complex	for	an	0.076923077
man	came	up	0.150000000
old	if	you	0.166666667
offers	the	most	0.082352941
my	new	followers	0.072466735
word	love	is	0.115384615
workers	after	the	0.666666667
words	till	you	0.400000000
keep	hoping	it	0.080000000
fun	fun	i	0.012987013
average	on	balls	0.150000000
cant	learn	from	0.130434783
display	all	the	0.250000000
stop	while	youre	0.166666667
howard	to	the	0.130434783
their	hands	in	0.058219178
to	car	issues	0.035087719
base	knowledge	of	1.000000000
coming	monday	the	0.058823529
big	town	and	0.074074074
to	central	park	0.125000000
francisco	general	hospital	0.846153846
example	on	how	0.065217391
live	piano	entertainment	0.333333333
list	a	series	0.031250000
cat	to	play	0.042857143
she	used	her	0.071216617
would	rather	have	0.127686473
it	real	quick	0.023391813
only	judge	people	0.250000000
says	anything	about	0.131578947
considered	good	at	0.090909091
me	anything	about	0.076923077
our	block	in	0.074074074
should	lose	his	0.171428571
dead	she	said	0.333333333
country	its	not	0.181818182
base	is	a	0.056338028
sites	they	use	0.142857143
once	maybe	twice	0.500000000
point	you	in	0.071428571
his	perfect	will	0.086956522
from	obama	to	0.086956522
that	saturday	is	0.067796610
did	rise	from	0.285714286
crossed	her	mind	0.235294118
cant	promise	anything	0.192307692
dm	u	back	0.044943820
films	throughout	the	1.000000000
developed	sense	of	1.000000000
one	going	home	0.050000000
thats	offensive	to	0.500000000
feels	awesome	outside	0.086956522
of	chicken	and	0.067340067
generation	of	children	0.018121911
live	grow	and	1.000000000
power	will	always	0.073170732
wasnt	happy	about	0.150943396
chose	one	of	0.392857143
goes	a	little	0.073394495
evening	to	celebrate	0.043750000
like	wild	fire	0.200000000
companies	claim	that	0.400000000
quite	rough	in	0.666666667
party	all	the	0.185185185
guess	my	dad	0.022556391
one	word	that	0.046000000
staff	mthember	at	0.059701493
finally	saw	it	0.032967033
up	holes	for	0.600000000
like	rick	santorum	0.192307692
leaves	work	at	0.333333333
prayers	with	you	0.200000000
good	next	step	0.105263158
to	access	the	0.193317422
old	bad	joke	0.200000000
contrast	is	good	0.055555556
real	issues	facing	0.062500000
calories	each	day	0.333333333
changes	proposed	in	0.181818182
businesses	on	twitter	0.051282051
few	extra	dollars	0.066176471
specific	person	i	0.117647059
stuff	too	much	0.042857143
weird	looks	but	0.100000000
award	a	construction	0.042553191
hurt	when	he	0.101265823
revenue	raising	ideas	0.285714286
run	one	of	0.137254902
social	mobile	and	0.125000000
start	to	finish	0.087138668
third	was	a	0.102040816
us	coming	together	0.107142857
has	wanted	to	0.710526316
seattle	this	weekend	0.333333333
been	previously	reported	0.076923077
god	that	he	0.101876676
guy	robinson	said	1.000000000
impressed	upon	me	0.500000000
that	thank	you	0.772727273
school	aid	cuts	0.105263158
to	religious	life	0.068181818
age	we	have	0.090909091
what	baseball	is	0.375000000
this	lovely	friday	0.027027027
tools	they	use	0.064516129
florida	this	year	0.148148148
but	often	it	0.043750000
by	outside	lawyers	0.045454545
election	years	the	0.181818182
bored	of	it	0.075000000
dollar	a	year	0.184210526
rolling	around	the	0.065573770
not	anytime	soon	0.538461538
said	lawmakers	are	0.111111111
case	will	move	0.030000000
new	spending	for	0.074074074
one	egg	at	0.100000000
one	sees	the	0.153846154
this	dog	a	0.028985507
recognize	teachers	better	1.000000000
and	breathe	in	0.095744681
his	will	to	0.081218274
a	failing	of	0.090909091
downtown	historic	district	0.857142857
ingredients	except	olive	0.046875000
and	pat	yourself	0.022556391
chef	chris	is	0.133333333
will	rate	you	0.333333333
rice	would	be	0.272727273
roy	will	make	0.117647059
tag	is	the	0.030769231
thomas	was	an	0.038961039
how	frequently	do	0.105263158
having	seen	it	0.068965517
come	increasingly	under	1.000000000
do	both	at	0.052325581
fast	too	soon	0.142857143
win	praise	including	1.000000000
cardinals	tonight	at	0.666666667
his	vacation	time	0.187500000
family	compared	to	0.750000000
character	development	is	0.052173913
extrthemely	dangerous	and	0.066666667
choose	our	own	0.146341463
flowers	donations	may	0.700000000
metro	the	regional	0.307692308
big	back	then	0.133333333
people	carry	around	0.200000000
all	romantic	and	0.400000000
attending	one	of	0.600000000
themployees	hired	after	0.277777778
honest	some	of	0.400000000
education	experts	are	0.222222222
square	credit	card	1.000000000
only	posted	one	0.222222222
tonight	keep	up	0.428571429
some	or	other	0.070588235
notice	and	an	0.035714286
anniversary	you	two	0.666666667
legislation	on	the	0.250000000
throw	someone	under	0.400000000
what	projects	were	0.115384615
wife	this	morning	0.230769231
this	southern	california	0.100000000
NA	eating	and	0.036438286
gop	has	become	0.085714286
you	wake	me	0.011278195
diego	this	week	0.200000000
around	city	hall	0.555555556
seventh	century	it	0.153846154
another	all	the	0.147058824
and	drinks	with	0.049242424
nigga	up	like	0.222222222
greatest	living	american	0.086956522
your	personal	information	0.064705882
publicly	when	asked	0.500000000
window	after	all	0.181818182
because	an	attorney	0.028985507
weight	training	is	0.050000000
she	passed	on	0.049586777
that	jordan	said	0.105263158
year	term	for	0.053691275
friend	even	if	0.176470588
newspaper	has	been	0.095238095
office	released	last	0.095238095
little	red	and	0.024242424
then	within	that	0.166666667
dont	just	be	0.083333333
doing	instead	of	0.625000000
and	shirt	and	0.090909091
its	potential	impact	0.079545455
association	through	its	1.000000000
ap	that	she	0.181818182
ll	let	you	0.467289720
lots	more	fun	0.039215686
usa	for	the	0.135135135
year	traveling	the	0.375000000
getting	treated	like	0.400000000
voters	off	to	1.000000000
plant	built	in	0.500000000
knowing	each	other	0.733333333
fan	enjoyed	the	1.000000000
noticed	they	have	0.125000000
turn	of	phrase	0.094043887
all	customers	pay	0.086956522
that	did	the	0.065055762
under	investigation	for	0.086816720
here	while	the	0.222222222
that	finally	came	0.056603774
american	products	and	0.200000000
pretty	familiar	with	0.500000000
us	came	from	0.142857143
when	applied	in	0.066666667
hundred	followers	now	0.333333333
doctors	did	not	0.500000000
afghanistan	look	pretty	1.000000000
def	would	love	0.400000000
is	double	crossed	0.061224490
donations	on	the	0.666666667
born	two	years	0.153846154
they	showed	up	0.096969697
the	families	of	0.408878505
it	while	you	0.125319693
rthemained	where	i	0.400000000
a	start	on	0.070312500
no	country	for	0.454545455
campus	or	at	0.133333333
also	stated	we	0.058823529
NA	themployee	of	0.060195636
sight	tomorrow	how	1.000000000
were	he	to	0.092592593
select	will	be	0.400000000
both	regular	and	0.666666667
that	kicked	off	0.500000000
do	me	like	0.043604651
inspired	to	create	0.068100358
ill	text	you	0.736842105
jackson	atlanta	a	0.333333333
home	up	in	0.176470588
order	by	monday	0.057971014
be	delivered	from	0.072289157
live	w	the	0.093750000
NA	tools	to	0.107597237
download	cd	or	1.000000000
lot	into	this	0.130434783
its	police	department	0.214285714
run	all	the	0.279411765
collection	program	that	0.666666667
yes	sometimes	i	0.160000000
till	summer	to	0.047619048
board	found	that	0.640000000
chris	was	the	0.044444444
now	are	you	0.068493151
y	do	u	0.281250000
four	dogs	and	0.181818182
travel	these	are	0.625000000
express	our	feelings	0.065217391
into	popular	culture	0.625000000
based	national	writer	0.054054054
acadthemy	at	the	0.114285714
all	only	the	0.068965517
air	feels	so	0.285714286
global	supply	chain	0.750000000
only	knowing	that	0.500000000
county	man	has	0.086956522
groups	working	on	0.250000000
news	site	even	0.052631579
NA	show	that	0.036115798
eight	songs	from	0.333333333
thempty	as	the	0.208333333
nine	going	on	0.500000000
record	at	the	0.191919192
soft	enough	to	0.750000000
tv	high	definition	0.500000000
still	focus	on	1.000000000
following	on	the	0.075000000
sitting	towards	the	1.000000000
plus	benefits	from	0.166666667
or	television	shows	0.120000000
perspective	more	people	0.666666667
sad	at	how	0.044444444
out	did	himself	0.136363636
fish	are	friends	0.040000000
first	group	to	0.140350877
giants	fan	from	0.062500000
washington	street	and	0.125000000
material	here	is	0.200000000
police	which	represents	0.100000000
being	of	our	0.055276382
are	through	our	0.095238095
increasing	need	for	0.600000000
bottles	with	your	0.066666667
tear	from	my	0.176470588
guys	here	it	0.045454545
among	everything	else	0.666666667
not	a	good	0.056902381
state	expects	to	0.800000000
return	before	the	0.500000000
is	trying	out	0.005621926
your	secret	identity	0.046511628
we	expected	to	0.114035088
re	lying	on	0.153846154
route	runner	who	0.125000000
anniversary	as	a	0.600000000
following	any	of	0.307692308
after	not	being	0.129411765
bench	right	now	0.666666667
currently	seeking	a	0.178571429
shock	but	it	0.120000000
win	last	week	0.025641026
ingredients	are	used	0.035714286
theyre	showing	the	0.111111111
can	release	too	0.080000000
his	f	king	0.333333333
selling	it	in	0.070175439
allow	india	to	1.000000000
pilot	in	world	0.090909091
dropped	their	last	0.053571429
but	dad	got	0.095238095
think	not	only	0.025000000
time	hardly	anyone	0.750000000
your	hopes	your	0.071428571
play	this	year	0.075812274
obama	administration	has	0.109788360
a	wonder	that	0.096000000
his	connection	to	0.678571429
knee	late	in	1.000000000
ll	tell	you	0.841379310
of	applications	to	0.037735849
dream	no	small	0.312500000
xd	yeah	i	0.500000000
fame	in	septthember	0.021276596
with	natural	resources	0.045454545
on	sunday	night	0.052017654
her	students	have	0.044444444
mid	teens	include	0.166666667
much	thats	why	0.222222222
really	use	some	0.117241379
neighbors	having	a	0.400000000
meanwhile	i	was	0.061224490
appreciate	it	and	0.023089172
had	sitting	around	0.400000000
ive	went	to	0.400000000
court	orders	to	0.187500000
for	halloween	i	0.030837004
gone	let	it	0.142857143
explore	these	ideas	0.200000000
in	h	town	0.292682927
evil	he	said	0.250000000
been	trained	to	0.365853659
has	those	skills	0.062500000
her	country	for	0.047619048
challenges	is	that	0.076923077
cant	mess	this	0.153846154
pushing	out	the	0.269230769
sing	what	makes	0.500000000
television	ads	as	0.057142857
spot	like	this	0.200000000
normal	things	and	0.105263158
his	wheel	chair	0.200000000
creative	solution	to	0.300000000
he	tell	you	0.172413793
flowers	i	used	0.076923077
studio	space	and	0.117647059
the	drama	and	0.062052506
folks	they	want	0.125000000
keep	books	in	0.666666667
tools	especially	those	0.666666667
another	resident	on	0.133333333
hopefully	some	day	0.075000000
have	knee	surgery	0.400000000
by	testing	it	0.095238095
outdoor	activities	in	0.056603774
serious	matter	but	0.090909091
make	better	decisions	0.166666667
goodnight	beautiful	people	0.466666667
miami	but	he	0.190476190
others	give	the	0.250000000
say	the	word	0.022352941
legs	dont	work	0.400000000
sons	at	home	0.250000000
anyway	im	back	0.059701493
as	adorable	as	0.285714286
often	if	you	0.243243243
university	city	said	0.054545455
resolution	for	the	0.190476190
that	hurts	the	0.075000000
healthy	level	of	0.666666667
kids	meals	are	0.142857143
im	passing	my	0.090909091
heavy	and	it	0.023529412
and	entire	districts	0.062500000
standard	but	that	0.083333333
NA	gotta	get	0.097877769
they	transition	from	1.000000000
her	party	and	0.054794521
woman	says	that	0.083333333
value	in	it	0.042105263
shops	within	a	0.285714286
leaders	the	national	0.047619048
users	say	they	0.500000000
tests	they	had	0.181818182
few	images	from	0.210526316
while	some	may	0.036312849
fewer	properties	for	0.666666667
pasta	served	with	0.666666667
not	could	they	0.222222222
out	near	a	0.048780488
white	parts	only	0.375000000
road	less	than	0.076923077
wish	people	knew	0.040816327
with	violence	or	0.056603774
still	made	it	0.108433735
introduced	to	each	0.019512195
it	uses	a	0.131250000
cant	fall	back	0.212500000
bought	two	years	0.065934066
all	game	long	0.120000000
me	thats	a	0.095238095
fresh	round	of	1.000000000
sorry	ive	not	0.044943820
costs	were	much	0.052631579
side	rather	than	0.833333333
mention	me	for	0.075187970
on	commercial	buildings	0.046511628
happen	based	on	1.000000000
NA	sent	a	0.079430153
students	especially	the	0.133333333
review	as	a	0.111111111
square	f	station	0.666666667
true	because	i	0.120689655
earn	our	food	0.181818182
hi	guys	i	0.024096386
will	report	on	0.061224490
o	of	the	0.333333333
ring	after	his	0.400000000
ththem	rt	im	0.153846154
who	opens	the	0.560000000
recommend	hiring	a	1.000000000
new	media	is	0.026785714
set	ourselves	up	0.555555556
nice	tall	person	0.250000000
trip	against	the	0.600000000
us	soldiers	and	0.250000000
try	to	be	0.040692322
musical	group	in	0.153846154
home	performance	energy	0.285714286
through	they	had	0.200000000
fact	back	in	0.666666667
go	cold	turkey	0.222222222
second	president	of	0.200000000
my	clock	is	0.111111111
and	indeed	they	0.028880866
people	hope	that	0.117647059
court	instead	of	0.800000000
back	row	and	0.044444444
recently	joined	our	0.057142857
re	done	they	0.038461538
risk	having	a	0.230769231
store	made	the	0.285714286
got	thru	it	0.142857143
much	return	and	0.666666667
blazers	make	their	0.400000000
a	safety	net	0.160278746
sons	is	the	0.133333333
before	cutting	into	0.261904762
other	wednesday	night	0.181818182
little	odd	to	0.086956522
interviews	and	the	0.026737968
trial	until	the	0.400000000
traveling	up	to	0.250000000
and	orlando	florida	0.063829787
its	presence	felt	0.072463768
sees	potential	in	0.400000000
which	lost	its	0.095238095
oh	she	is	0.108695652
traveling	alone	or	0.100000000
got	stood	up	1.000000000
weird	combination	of	0.333333333
decisions	which	are	0.130434783
be	organized	and	0.138888889
you	strike	out	0.222222222
two	simple	questions	0.071428571
best	interests	in	0.046052632
on	calling	it	0.121212121
pray	love	is	0.048780488
personally	believe	that	0.387096774
bible	has	to	0.068965517
picture	has	nothing	0.125000000
to	resume	at	0.041666667
their	connection	to	0.392857143
early	it	was	0.166666667
helpful	advice	for	0.117647059
and	deliver	the	0.146153846
all	that	i	0.053249256
quick	shots	and	0.285714286
or	dead	who	0.070422535
mthembers	making	it	0.222222222
NA	tests	and	0.093588212
jobs	usually	go	1.000000000
shopping	done	yet	0.046511628
no	im	just	0.033898305
the	twin	cities	0.426630435
would	love	a	0.027077937
com	reported	that	0.185185185
posted	to	the	0.193277311
good	for	you	0.166210046
had	drinks	at	0.500000000
comment	if	you	0.703703704
rating	for	this	0.076923077
separate	the	two	0.118881119
lived	as	i	0.078947368
and	decent	people	0.067796610
allen	i	have	0.400000000
his	raw	skills	0.166666667
but	tough	to	0.153846154
eventually	fall	in	0.142857143
or	g	or	0.133333333
first	must	have	0.125000000
her	ugly	face	0.200000000
super	human	strength	0.142857143
did	after	a	0.071428571
on	mine	and	0.067307692
him	than	the	0.129870130
shes	dying	to	1.000000000
name	according	to	1.000000000
ive	hardly	mentioned	0.181818182
laundry	at	the	0.125000000
deliver	on	its	0.089552239
been	helping	people	0.076923077
NA	rthemove	the	0.277299250
internal	mthemory	but	0.285714286
soccer	league	will	0.066666667
police	called	to	0.133333333
sweet	but	i	0.061855670
new	stop	sign	0.285714286
primary	systthem	which	0.117647059
west	steak	and	1.000000000
later	would	serve	0.142857143
stopped	being	a	0.202898551
hey	yall	just	0.044444444
population	is	growing	0.034482759
three	men	who	0.070796460
birthday	came	and	0.333333333
locations	as	a	0.157894737
giants	game	at	0.068181818
spirit	charge	to	1.000000000
behavior	did	not	1.000000000
with	co	author	0.054054054
or	doesnt	know	0.062500000
for	glory	for	0.080000000
front	runner	mitt	0.172588832
most	say	i	0.181818182
pray	with	you	0.075471698
anyway	just	wanted	0.142857143
sky	that	one	0.083333333
in	added	collect	0.200000000
then	waited	for	0.266666667
say	of	a	0.102941176
won	his	third	0.052023121
request	which	the	0.200000000
for	short	trips	0.032258065
main	street	in	0.110915493
just	hate	the	0.125000000
top	to	bottom	0.528688525
of	colorado	in	0.042968750
and	information	on	0.073972603
their	environment	by	0.043478261
simple	life	but	0.048780488
rthemthember	anyone	else	0.153846154
new	legislative	map	0.142857143
my	bands	name	0.166666667
stop	trying	so	0.021739130
mostly	clear	in	0.162790698
several	situations	where	1.000000000
even	able	to	0.968750000
we	pick	a	0.091954023
pm	and	saturday	0.030120482
single	but	the	0.074074074
im	sorry	but	0.111607143
coming	at	me	0.158823529
how	sometimes	the	0.107142857
space	than	ever	0.058823529
their	shots	were	0.074074074
dancing	of	the	0.333333333
great	some	achieve	0.300000000
totally	thought	i	0.133333333
way	youre	in	0.120689655
havent	improved	much	0.666666667
great	hands	on	0.066666667
which	make	the	0.132231405
thus	will	have	0.200000000
respect	all	of	0.150000000
patients	have	been	0.100000000
mention	there	is	0.187500000
of	covering	up	0.170212766
perfectly	in	the	0.272727273
human	rthemains	in	0.151515152
been	shot	and	0.090322581
different	editing	software	1.000000000
their	photo	taken	0.100000000
yeah	so	im	0.073684211
teach	important	life	1.000000000
re	barely	able	0.285714286
without	much	effort	0.069182390
much	screen	time	0.875000000
dinner	breakfast	and	0.333333333
book	because	i	0.186915888
ah	well	i	0.068027211
spoke	the	truth	0.185185185
obama	re	election	0.692307692
score	and	the	0.076923077
how	so	many	0.254237288
cars	as	they	0.178571429
and	hadnt	done	0.046511628
groups	filed	the	0.333333333
who	range	from	0.400000000
review	may	be	0.800000000
enjoying	such	a	1.000000000
europe	according	to	1.000000000
sign	onto	a	0.285714286
last	rt	was	0.080645161
always	cry	at	0.142857143
some	too	so	0.047619048
but	driving	to	0.428571429
hockey	title	in	0.500000000
crime	no	matter	0.333333333
itll	happen	soon	0.046511628
double	checked	the	0.240000000
odd	at	times	0.250000000
see	tweets	from	0.153846154
game	regardless	of	0.666666667
promise	anything	but	0.125000000
bar	night	club	0.250000000
carrying	my	bike	0.060606061
different	note	i	0.212121212
determined	they	were	0.250000000
in	speech	and	0.105263158
wants	needs	and	0.250000000
outside	we	heard	0.133333333
seeds	the	next	0.133333333
re	finally	there	0.214285714
and	suck	the	0.173913043
global	change	research	0.200000000
career	choice	and	0.133333333
missing	since	friday	0.064516129
beautiful	his	voice	1.000000000
go	nowhere	at	0.097560976
out	across	a	0.040404040
brilliant	idea	of	0.105882353
and	comfort	to	0.111111111
cover	under	which	0.600000000
some	shops	have	0.250000000
drugs	as	a	0.208333333
about	y	and	0.153846154
NA	loss	and	0.042178838
on	vintage	and	0.176470588
thursday	shows	that	0.666666667
was	drinking	with	0.045454545
approval	at	least	0.200000000
stayed	overnight	with	0.133333333
dessert	i	made	0.157894737
chicago	during	a	0.214285714
walk	childrens	fun	1.000000000
anything	if	we	0.136363636
paris	fashion	show	0.166666667
honestly	be	dead	0.117647059
copy	to	the	0.111111111
didnt	lose	the	0.076923077
local	market	and	0.137254902
drinks	but	i	0.176470588
become	our	own	0.064516129
tasting	at	the	0.218181818
indeed	more	and	0.285714286
panel	said	that	0.113636364
NA	chocolate	and	0.064928082
disease	because	of	0.250000000
important	player	on	0.157894737
great	center	field	0.333333333
fighting	irish	football	0.080000000
vast	history	of	1.000000000
friendly	environment	where	0.090909091
these	beers	are	0.160714286
supporting	him	have	0.058823529
series	titles	but	0.142857143
anyone	like	him	0.125000000
lady	a	is	0.040000000
human	form	of	0.087719298
death	ray	to	0.117647059
day	went	well	0.106060606
arent	these	just	0.086956522
good	waking	up	1.000000000
plays	as	well	0.104166667
it	retired	and	0.500000000
for	outstanding	lead	0.084905660
brothers	according	to	1.000000000
coast	and	in	0.031746032
service	at	st	0.017921147
to	really	get	0.065259117
readers	for	the	0.125000000
such	times	that	0.285714286
she	currently	lives	0.151515152
better	since	they	0.062500000
civil	society	is	0.049180328
philadelphia	san	diego	0.400000000
movie	should	be	0.227272727
measures	intended	to	0.800000000
lol	happy	birthday	0.214285714
reports	from	a	0.021052632
playing	defensive	end	0.250000000
brown	im	going	1.000000000
offered	free	space	0.052631579
six	break	points	1.000000000
well	letting	it	1.000000000
pulled	him	out	0.119402985
stand	right	next	0.190476190
use	this	to	0.032663317
turn	its	attention	0.210526316
twice	i	made	0.083333333
student	a	writer	0.040816327
crisis	caused	by	0.750000000
brain	and	body	0.055555556
every	bite	and	0.036363636
nasty	cold	and	0.157894737
more	structure	than	0.500000000
gold	can	stay	0.307692308
her	much	joy	0.054054054
you	stayed	with	0.138888889
run	ththem	over	0.163636364
took	care	of	0.948717949
hospital	from	heart	0.096774194
keeping	that	one	0.044444444
his	native	country	0.081250000
in	fuel	savings	0.098039216
ppl	as	usual	0.400000000
countries	leaving	hundreds	0.500000000
dance	culture	in	0.500000000
expecting	the	worst	0.089430894
little	dude	with	0.052631579
anger	as	he	0.384615385
my	offer	of	0.250000000
what	obama	thinks	0.069767442
at	when	you	0.148148148
single	child	families	0.250000000
seeing	anyone	with	0.166666667
arizona	is	under	0.039473684
train	with	the	0.115789474
million	the	previous	0.037037037
does	fly	when	0.095238095
to	ride	a	0.087452471
canada	was	the	0.173913043
us	young	said	0.133333333
away	around	the	0.166666667
months	earlier	than	0.052083333
most	violent	people	0.035087719
a	recession	that	0.092391304
ideas	to	the	0.072368421
day	becomes	a	0.666666667
use	which	allows	0.095238095
chain	continues	to	1.000000000
senior	players	championship	0.400000000
be	ohio	states	0.222222222
woman	when	he	0.187500000
passes	for	a	0.030136986
NA	fitness	center	0.043638275
nurse	called	me	0.333333333
classroom	at	a	0.096774194
keys	with	him	0.166666667
friends	extended	family	0.750000000
or	cookie	sheet	0.375000000
dont	say	that	0.130232558
or	stream	it	0.200000000
his	challenge	at	0.105263158
with	price	and	0.090909091
